DATASET	N_SENTS	MAX_SENT_TOKS	SUBTOKS_PER_TOK	UNKS_PER_SUBTOK	LABEL_DISTRIBUTION
test.lsdc.dbmdz-uncased.orig.60.upos	83	60	1.3023164507263447	0.0	[('PUNCT', 0.1446280991735537), ('NOUN', 0.12764003673094582), ('PRON', 0.11891643709825528), ('VERB', 0.11753902662993572), ('DET', 0.10101010101010101), ('ADV', 0.09044995408631772), ('ADP', 0.07162534435261708), ('ADJ', 0.06060606060606061), ('AUX', 0.04315886134067952), ('CCONJ', 0.04315886134067952), ('SCONJ', 0.025711662075298437), ('PROPN', 0.02066115702479339), ('PART', 0.017447199265381085), ('X', 0.008264462809917356), ('NUM', 0.006887052341597796), ('INTJ', 0.002295684113865932)]
test.uzh.gbert-large.orig.60.upos	100	60	1.7763157894736843	0.0015594541910331384	[('NOUN', 0.12880886426592797), ('PUNCT', 0.12326869806094183), ('AUX', 0.10526315789473684), ('ADV', 0.0997229916897507), ('ADP', 0.09556786703601108), ('DET', 0.09349030470914127), ('VERB', 0.0886426592797784), ('PRON', 0.0817174515235457), ('ADJ', 0.05886426592797784), ('PROPN', 0.039473684210526314), ('CCONJ', 0.03254847645429363), ('PART', 0.023545706371191136), ('SCONJ', 0.018005540166204988), ('NUM', 0.009002770083102494), ('X', 0.002077562326869806)]
test.lsdc.bert-base-cased.orig.60.upos	83	60	1.4852767962308597	0.0	[('PUNCT', 0.14384656366542356), ('NOUN', 0.1289291422482685), ('PRON', 0.11933937133724028), ('VERB', 0.11667554608417688), ('DET', 0.10122535961640916), ('ADV', 0.09057005860415557), ('ADP', 0.0713905167820991), ('ADJ', 0.060735215769845495), ('AUX', 0.042621204049014386), ('CCONJ', 0.04208843899840171), ('SCONJ', 0.02557272242940863), ('PROPN', 0.022376132125732553), ('PART', 0.017048481619605753), ('X', 0.008524240809802876), ('NUM', 0.006393180607352157), ('INTJ', 0.002663825253063399)]
dev.alpino.bertje.orig.60.upos	718	60	1.2135249805177937	0.0	[('NOUN', 0.1578490139866215), ('ADP', 0.13248197376422552), ('PUNCT', 0.1189297193988359), ('DET', 0.11389106072452437), ('VERB', 0.10007818608287725), ('PROPN', 0.09686386934236817), ('ADJ', 0.06645817044566067), ('PRON', 0.05551211884284597), ('ADV', 0.054556511163235163), ('AUX', 0.03561810442185735), ('NUM', 0.024672052819042656), ('CCONJ', 0.021457736078533577), ('SCONJ', 0.014073494917904612), ('SYM', 0.0060811397793414995), ('INTJ', 0.0007818608287724785), ('X', 0.0006949874033533142)]
train.hdt.dbmdz-uncased.orig.60.upos	153035	60	1.3532528137034134	6.890456005626413e-05	[('NOUN', 0.21148986856576063), ('DET', 0.13417685828075987), ('PUNCT', 0.11353205152642243), ('ADP', 0.11194028240415399), ('ADJ', 0.07767265084583863), ('VERB', 0.0759697527902713), ('ADV', 0.05642832327658445), ('PROPN', 0.05629130022290522), ('AUX', 0.044451932960122335), ('PRON', 0.03656465582038687), ('CCONJ', 0.027712463055923387), ('NUM', 0.020580431093947464), ('X', 0.014382385668467506), ('PART', 0.01020911660050479), ('SCONJ', 0.00857526953261832), ('INTJ', 2.26573553327862e-05)]
train.hdt.gbert-large.orig.60.upos	153035	60	1.3335266118841658	7.260290524142073e-05	[('NOUN', 0.21148645976755306), ('DET', 0.13417070794583189), ('PUNCT', 0.11356180191321166), ('ADP', 0.11194517041675804), ('ADJ', 0.0776799163104709), ('VERB', 0.07599570048639147), ('ADV', 0.05641817443227368), ('PROPN', 0.05626251478407167), ('AUX', 0.04446293826459264), ('PRON', 0.036560964298938424), ('CCONJ', 0.027714607202044786), ('NUM', 0.02057295692218096), ('X', 0.014355558271710566), ('PART', 0.010215658713525134), ('SCONJ', 0.008574222330868422), ('INTJ', 2.2647939576735173e-05)]
dev.alpino.mbert-cased.orig.60.upos	718	60	1.435795306952983	0.0	[('NOUN', 0.15763332171488323), ('ADP', 0.13262460787730918), ('PUNCT', 0.118943882886023), ('DET', 0.11380271871732311), ('VERB', 0.09968630184733357), ('PROPN', 0.09715928895085396), ('ADJ', 0.06648658069013594), ('PRON', 0.05568142209829209), ('ADV', 0.054635761589403975), ('AUX', 0.03555245730219589), ('NUM', 0.024834437086092714), ('CCONJ', 0.02126176368072499), ('SCONJ', 0.014029278494248867), ('SYM', 0.00618682467758801), ('INTJ', 0.0007842453816660857), ('X', 0.0006971070059254096)]
dev.hdt.mbert-cased.orig.60.upos	18434	60	1.5431063143377826	0.0	[('NOUN', 0.21086270950112762), ('DET', 0.13220913148856928), ('PUNCT', 0.11629749550038523), ('ADP', 0.11132842352838422), ('ADJ', 0.07802659529669384), ('VERB', 0.076579232211315), ('PROPN', 0.05400161580620307), ('ADV', 0.05334032060340068), ('AUX', 0.0435456652411388), ('PRON', 0.03603434991874179), ('CCONJ', 0.02741255774635586), ('X', 0.02156695769894224), ('NUM', 0.0200696855416538), ('PART', 0.010218882473493604), ('SCONJ', 0.008478303590645792), ('INTJ', 2.8073852949158254e-05)]
train.alpino.xlm-roberta.orig.60.upos	12289	60	1.4226490101802358	0.0	[('NOUN', 0.1677239570527006), ('ADP', 0.1257164713274868), ('DET', 0.12194628855558287), ('PUNCT', 0.10613884107860011), ('VERB', 0.10516624320410896), ('PROPN', 0.07047509766958993), ('ADJ', 0.0669180121847936), ('PRON', 0.06532797858099063), ('ADV', 0.062087807010354344), ('AUX', 0.04799606589623801), ('CCONJ', 0.020763325410485478), ('NUM', 0.01694943037455946), ('SCONJ', 0.01645220337130836), ('SYM', 0.004770100811408901), ('X', 0.0010928066005518673), ('INTJ', 0.00047537087124006227)]
dev.alpino.xlm-roberta.orig.60.upos	718	60	1.4833318902069443	0.0	[('NOUN', 0.15783048482734566), ('ADP', 0.1324555284269271), ('PUNCT', 0.1187652598535054), ('DET', 0.11379490756888734), ('VERB', 0.09993024066968957), ('PROPN', 0.09722706662016045), ('ADJ', 0.06653296128357168), ('PRON', 0.05572026508545518), ('ADV', 0.054673875130798744), ('AUX', 0.03566445762120684), ('NUM', 0.0247645622602023), ('CCONJ', 0.02127659574468085), ('SCONJ', 0.014126264387861876), ('SYM', 0.005755144750610394), ('INTJ', 0.0007847924659923265), ('X', 0.0006975933031042902)]
train.hdt.dbmdz-cased.orig.60.upos	153035	60	1.3335266118841658	7.260290524142073e-05	[('NOUN', 0.21148645976755306), ('DET', 0.13417070794583189), ('PUNCT', 0.11356180191321166), ('ADP', 0.11194517041675804), ('ADJ', 0.0776799163104709), ('VERB', 0.07599570048639147), ('ADV', 0.05641817443227368), ('PROPN', 0.05626251478407167), ('AUX', 0.04446293826459264), ('PRON', 0.036560964298938424), ('CCONJ', 0.027714607202044786), ('NUM', 0.02057295692218096), ('X', 0.014355558271710566), ('PART', 0.010215658713525134), ('SCONJ', 0.008574222330868422), ('INTJ', 2.2647939576735173e-05)]
test.lsdc.mbert-cased.orig.60.upos	83	60	1.320769532783667	0.00535077288941736	[('PUNCT', 0.14626168224299066), ('NOUN', 0.12663551401869158), ('PRON', 0.11962616822429907), ('VERB', 0.11775700934579439), ('DET', 0.10046728971962617), ('ADV', 0.09065420560747664), ('ADP', 0.07102803738317758), ('ADJ', 0.059813084112149535), ('AUX', 0.04439252336448598), ('CCONJ', 0.04299065420560748), ('SCONJ', 0.024766355140186914), ('PROPN', 0.020560747663551402), ('PART', 0.017757009345794394), ('X', 0.008411214953271028), ('NUM', 0.0065420560747663555), ('INTJ', 0.002336448598130841)]
test.lsdc.dbmdz-cased.orig.60.upos	83	60	1.3989006674519042	0.0008419870895312938	[('PUNCT', 0.14526524541398117), ('NOUN', 0.1279127416955875), ('PRON', 0.11799702528507684), ('VERB', 0.11750123946455131), ('DET', 0.10213187902825979), ('ADV', 0.0917203767972236), ('ADP', 0.07089737233515121), ('ADJ', 0.06048587010411502), ('AUX', 0.0436291522062469), ('CCONJ', 0.04115022310361924), ('SCONJ', 0.02478929102627665), ('PROPN', 0.02181457610312345), ('PART', 0.017352503718393655), ('X', 0.00842835894893406), ('NUM', 0.006445215666831929), ('INTJ', 0.002478929102627665)]
dev.hdt.bert-base-uncased.orig.60.upos	18434	60	2.018356277397429	0.0	[('NOUN', 0.2110055254430051), ('DET', 0.13450065575602588), ('ADP', 0.11265855654786362), ('PUNCT', 0.1116757442584369), ('ADJ', 0.07832257937277512), ('VERB', 0.07464114203445431), ('PROPN', 0.05514267213184805), ('ADV', 0.054320922725972866), ('AUX', 0.04312540882032942), ('PRON', 0.03670590246163252), ('CCONJ', 0.027144026374868933), ('X', 0.021986727103596303), ('NUM', 0.020307071317987438), ('PART', 0.009844557882384652), ('SCONJ', 0.008588924790207376), ('INTJ', 2.9582978611506466e-05)]
test.noah.dbmdz-cased.orig.60.upos	7320	60	1.685228723638445	0.0011965535078873255	[('NOUN', 0.1630619031298919), ('PUNCT', 0.12738169119758427), ('ADP', 0.1015385470410063), ('DET', 0.09964894080160061), ('VERB', 0.08263322187126594), ('ADV', 0.07477838809177559), ('ADJ', 0.068174029029539), ('AUX', 0.0647745903537454), ('PRON', 0.05669744995785437), ('PROPN', 0.05566001908131791), ('CCONJ', 0.038236738020915345), ('X', 0.025787567502477793), ('NUM', 0.015524412045313499), ('PART', 0.013912689076408637), ('SCONJ', 0.008984892412860438), ('INTJ', 0.0032049203864430017)]
train.alpino.bertje.orig.60.upos	12289	60	1.2067581723924898	5.34207058655935e-05	[('NOUN', 0.16794136564852902), ('ADP', 0.12562496284004734), ('DET', 0.12159817524363416), ('PUNCT', 0.10710714498056872), ('VERB', 0.10521536557285784), ('PROPN', 0.07037419396684522), ('ADJ', 0.06690953510872326), ('PRON', 0.06494748960872597), ('ADV', 0.06183416121203604), ('AUX', 0.04789444951921778), ('CCONJ', 0.020879839577106225), ('NUM', 0.016917912988957413), ('SCONJ', 0.016399024922842426), ('SYM', 0.004778094275475512), ('X', 0.0011080422245163802), ('INTJ', 0.00047024230991670764)]
dev.hdt.bertje.orig.60.upos	18434	60	2.274706939861104	0.0035104623687636513	[('NOUN', 0.2109404875926647), ('DET', 0.1368718709763431), ('ADP', 0.11399732662533812), ('PUNCT', 0.10659818336824158), ('ADJ', 0.07864703385222062), ('VERB', 0.07295295632435543), ('PROPN', 0.05619349338497648), ('ADV', 0.05547427841688506), ('AUX', 0.04320201520525693), ('PRON', 0.037479870751807684), ('CCONJ', 0.026954773657786993), ('X', 0.022088670434651427), ('NUM', 0.02041167163100413), ('PART', 0.009416453533450513), ('SCONJ', 0.008742847319433188), ('INTJ', 2.806692558405518e-05)]
dev.hdt.europeana-deu.orig.60.upos	18434	60	1.5256489188789835	4.439027933592142e-05	[('NOUN', 0.21096992429585157), ('DET', 0.1322419786680314), ('PUNCT', 0.11620243526452764), ('ADP', 0.11131879996754646), ('ADJ', 0.0781163210155465), ('VERB', 0.07669959869936153), ('PROPN', 0.05386041228491721), ('ADV', 0.053348644752198415), ('AUX', 0.0436531464341661), ('PRON', 0.03602032091568942), ('CCONJ', 0.027385804067927778), ('X', 0.021400620362106736), ('NUM', 0.020021344450754857), ('PART', 0.010247832789320285), ('SCONJ', 0.00848473122842931), ('INTJ', 2.8084803624811987e-05)]
test.noah.bert-base-uncased.orig.60.upos	7320	60	1.840117994100295	0.00044503356892995746	[('NOUN', 0.16222300320095745), ('PUNCT', 0.12618611145410852), ('ADP', 0.10125283764401934), ('DET', 0.10030299864173023), ('VERB', 0.08199010267759614), ('ADV', 0.07578765399264825), ('ADJ', 0.06779000959337392), ('AUX', 0.0651399587769873), ('PRON', 0.05749375480855995), ('PROPN', 0.05587902850466846), ('CCONJ', 0.038145534331930735), ('X', 0.025968598322584323), ('NUM', 0.015548864467472763), ('PART', 0.013953134943627056), ('SCONJ', 0.009070962471861019), ('INTJ', 0.0032674461678745452)]
train.hdt.bert-base-uncased.orig.60.upos	153035	60	2.0157766743156387	3.544655032399919e-07	[('NOUN', 0.21158314055615815), ('DET', 0.13706946697511016), ('ADP', 0.11350809664135766), ('PUNCT', 0.10786396490655506), ('ADJ', 0.07798423866614193), ('VERB', 0.0738932030447595), ('ADV', 0.05764693460294301), ('PROPN', 0.0572503095633477), ('AUX', 0.04409180353046199), ('PRON', 0.03752157344570403), ('CCONJ', 0.02759174113784928), ('NUM', 0.02085449082828593), ('X', 0.014604862784246345), ('PART', 0.009753213219554805), ('SCONJ', 0.008758770961518156), ('INTJ', 2.4189136006296853e-05)]
train.alpino.dbmdz-cased.orig.60.upos	12289	60	1.8521958688119478	0.00017402552954518427	[('NOUN', 0.1667402738186052), ('ADP', 0.12559865557014951), ('DET', 0.12323557921181079), ('VERB', 0.10460054258986286), ('PUNCT', 0.10320678638822132), ('PROPN', 0.07140849675077), ('PRON', 0.06697486076777039), ('ADJ', 0.06682573458981697), ('ADV', 0.06285668400736454), ('AUX', 0.04801289367877074), ('CCONJ', 0.020562205690884374), ('NUM', 0.016994648664460363), ('SCONJ', 0.016690660686324556), ('SYM', 0.004731888338906446), ('X', 0.0010610901123608394), ('INTJ', 0.0004989991339210434)]
train.hdt.bertje.orig.60.upos	153035	60	2.2494615173831014	0.0031821368344250155	[('NOUN', 0.21157590362632264), ('DET', 0.13938591693313807), ('ADP', 0.11458920182495813), ('PUNCT', 0.10319695933317385), ('ADJ', 0.07817990010245797), ('VERB', 0.07212187286759617), ('ADV', 0.0588359839596044), ('PROPN', 0.05812243008792838), ('AUX', 0.04431009516650342), ('PRON', 0.038445330653642425), ('CCONJ', 0.02744658911811881), ('NUM', 0.02096059368995161), ('X', 0.014495524798561567), ('PART', 0.00937837107017078), ('SCONJ', 0.00892988666433876), ('INTJ', 2.5440103533014895e-05)]
train.alpino.bert-base-cased.orig.60.upos	12289	60	2.025866931693035	0.0	[('NOUN', 0.16626474690876422), ('ADP', 0.1253457692034896), ('DET', 0.12382674894200535), ('VERB', 0.10417405489751046), ('PUNCT', 0.10181573161217107), ('PROPN', 0.07193772607986382), ('PRON', 0.06794217083953945), ('ADJ', 0.0666891268884318), ('ADV', 0.06332600420833628), ('AUX', 0.04803532165401801), ('CCONJ', 0.02052154999172518), ('NUM', 0.017081589710854196), ('SCONJ', 0.016721044045676998), ('SYM', 0.004787573586779204), ('X', 0.0010166205641062014), ('INTJ', 0.0005142208667281368)]
test.noah.gbert-large.orig.60.upos	7320	60	1.685228723638445	0.0011965535078873255	[('NOUN', 0.1630619031298919), ('PUNCT', 0.12738169119758427), ('ADP', 0.1015385470410063), ('DET', 0.09964894080160061), ('VERB', 0.08263322187126594), ('ADV', 0.07477838809177559), ('ADJ', 0.068174029029539), ('AUX', 0.0647745903537454), ('PRON', 0.05669744995785437), ('PROPN', 0.05566001908131791), ('CCONJ', 0.038236738020915345), ('X', 0.025787567502477793), ('NUM', 0.015524412045313499), ('PART', 0.013912689076408637), ('SCONJ', 0.008984892412860438), ('INTJ', 0.0032049203864430017)]
test.uzh.xlm-roberta.orig.60.upos	100	60	1.8912742382271468	0.0	[('NOUN', 0.12880886426592797), ('PUNCT', 0.12326869806094183), ('AUX', 0.10526315789473684), ('ADV', 0.0997229916897507), ('ADP', 0.09556786703601108), ('DET', 0.09349030470914127), ('VERB', 0.0886426592797784), ('PRON', 0.0817174515235457), ('ADJ', 0.05886426592797784), ('PROPN', 0.039473684210526314), ('CCONJ', 0.03254847645429363), ('PART', 0.023545706371191136), ('SCONJ', 0.018005540166204988), ('NUM', 0.009002770083102494), ('X', 0.002077562326869806)]
test.uzh.bertje.orig.60.upos	100	60	2.406509695290859	0.002302158273381295	[('NOUN', 0.12961672473867597), ('PUNCT', 0.12195121951219512), ('AUX', 0.10452961672473868), ('ADV', 0.10034843205574913), ('ADP', 0.09616724738675958), ('DET', 0.09407665505226481), ('VERB', 0.08780487804878048), ('PRON', 0.08222996515679443), ('ADJ', 0.05853658536585366), ('PROPN', 0.0397212543554007), ('CCONJ', 0.032752613240418116), ('PART', 0.023693379790940768), ('SCONJ', 0.017421602787456445), ('NUM', 0.009059233449477353), ('X', 0.0020905923344947735)]
test.uzh.mbert-cased.orig.60.upos	100	60	1.8331024930747923	0.0007555723460521345	[('NOUN', 0.12880886426592797), ('PUNCT', 0.12326869806094183), ('AUX', 0.10526315789473684), ('ADV', 0.0997229916897507), ('ADP', 0.09556786703601108), ('DET', 0.09349030470914127), ('VERB', 0.0886426592797784), ('PRON', 0.0817174515235457), ('ADJ', 0.05886426592797784), ('PROPN', 0.039473684210526314), ('CCONJ', 0.03254847645429363), ('PART', 0.023545706371191136), ('SCONJ', 0.018005540166204988), ('NUM', 0.009002770083102494), ('X', 0.002077562326869806)]
test.noah.bertje.orig.60.upos	7320	60	2.1076828248139834	0.003739153321997502	[('NOUN', 0.16007290229682514), ('PUNCT', 0.12442730412542417), ('DET', 0.10121738780195548), ('ADP', 0.10072398827924399), ('VERB', 0.08070606478637815), ('ADV', 0.07783629205223994), ('ADJ', 0.0671728207348632), ('AUX', 0.06608532790929504), ('PRON', 0.05898641640905841), ('PROPN', 0.0565697656855736), ('CCONJ', 0.0378810000906244), ('X', 0.02614010532569403), ('NUM', 0.015839131616840026), ('PART', 0.013835325391950539), ('SCONJ', 0.009092648347111598), ('INTJ', 0.0034135191469222945)]
test.uzh.dbmdz-cased.orig.60.upos	100	60	1.7763157894736843	0.0015594541910331384	[('NOUN', 0.12880886426592797), ('PUNCT', 0.12326869806094183), ('AUX', 0.10526315789473684), ('ADV', 0.0997229916897507), ('ADP', 0.09556786703601108), ('DET', 0.09349030470914127), ('VERB', 0.0886426592797784), ('PRON', 0.0817174515235457), ('ADJ', 0.05886426592797784), ('PROPN', 0.039473684210526314), ('CCONJ', 0.03254847645429363), ('PART', 0.023545706371191136), ('SCONJ', 0.018005540166204988), ('NUM', 0.009002770083102494), ('X', 0.002077562326869806)]
test.lsdc.gbert-large.orig.60.upos	83	60	1.3989006674519042	0.0008419870895312938	[('PUNCT', 0.14526524541398117), ('NOUN', 0.1279127416955875), ('PRON', 0.11799702528507684), ('VERB', 0.11750123946455131), ('DET', 0.10213187902825979), ('ADV', 0.0917203767972236), ('ADP', 0.07089737233515121), ('ADJ', 0.06048587010411502), ('AUX', 0.0436291522062469), ('CCONJ', 0.04115022310361924), ('SCONJ', 0.02478929102627665), ('PROPN', 0.02181457610312345), ('PART', 0.017352503718393655), ('X', 0.00842835894893406), ('NUM', 0.006445215666831929), ('INTJ', 0.002478929102627665)]
train.alpino.bert-base-uncased.orig.60.upos	12289	60	1.8899836149238496	0.0	[('NOUN', 0.16677456273192837), ('ADP', 0.12551009791567921), ('DET', 0.12331364230142307), ('VERB', 0.10440100343340693), ('PUNCT', 0.10282302347895449), ('PROPN', 0.07165069419557703), ('PRON', 0.06726356311341804), ('ADJ', 0.06667398818538085), ('ADV', 0.06300359525103176), ('AUX', 0.04796365443973041), ('CCONJ', 0.020594661456828086), ('NUM', 0.01701675086413188), ('SCONJ', 0.01671040310740668), ('SYM', 0.004751280302417257), ('X', 0.0010462064899483254), ('INTJ', 0.000502872732737593)]
train.hdt.xlm-roberta.orig.60.upos	153035	60	1.5497545791118403	0.0	[('NOUN', 0.2116235743568062), ('DET', 0.13457701899793972), ('PUNCT', 0.112519480557153), ('ADP', 0.11220474582269412), ('ADJ', 0.07773222745893764), ('VERB', 0.07572815041129448), ('ADV', 0.05663521011444306), ('PROPN', 0.05634767020151), ('AUX', 0.04443996434940197), ('PRON', 0.036682188262134874), ('CCONJ', 0.027684328313290145), ('NUM', 0.020664075785803433), ('X', 0.014406003456280517), ('PART', 0.01013750426958698), ('SCONJ', 0.008595013992642168), ('INTJ', 2.2843650081693244e-05)]
